affiliation	freq	lat	lng
BHP Billiton	764	35.3513285	-91.7959602
BI Norwegian Business School	1021	59.9484015	10.7685565
BIA Separations d.o.o., Teslova 30, SI-1000 Ljubljana, Slovenia	103	46.043033	14.491275
BIBRA International, Woodmansterne Road, Carshalton, Surrey SM5 4DS, UK	101	51.3437027	-0.1715081
BINKS MFG COMPANY	106	41.7292251	-88.36469470000002
BINP, Novosibirsk, Russia	116	54.8487978	83.1110145
BIOENGINEERING	271	34.4129791	-119.8445245
BIOLOGIA AMBIENTALE	117	N/A	N/A
"BIOLOGIA E BIOTECNOLOGIE ""CHARLES DARWIN"""	182	N/A	N/A
BIOLOGY	736	40.8092101	-73.9603118
BIOMEDICAL INFORMATICS	583	37.4319593	-122.1794533
BIOMEDICAL INFORMATICS RESEARCH	305	37.4319593	-122.1794533
BIOSENSE WEBSTER (ISRAEL) LTD. (Yokneam, IL)	273	32.6676672	35.1069701
BIOSENSE WEBSTER INC.	124	33.9670778	-117.8515866
BIOTECHNOLOG FORSCHUNG GMBH (DE)	181	N/A	N/A
BIOTECNOLOGIE CELLULARI ED EMATOLOGIA	157	41.9061673	12.5126664
BISSELL Homecare, Inc. (Grand Rapids, MI, US)	356	43.0071951	-85.7241726
BJ Services Company	377	32.4436103	-93.89543839999999
BJC HealthCare	198	38.6394058	-90.26274819999999
BLACK & DECKER INC	109	39.798092	-86.26466980000001
BLACK & DECKER INC (US)	247	43.5889607	-79.7347497
BLACK & DECKER INC.	328	39.798092	-86.26466980000001
BLACK & DECKER INC. (New Britain, CT, US)	197	41.6934178	-72.8082988
BLACK & DECKER INC. (Newark, DE, US)	252	39.6837226	-75.74965720000002
BLACK & DECKER INC., NEWARK	117	40.735657	-74.1723667
BLACK & DECKER MFG CO	241	40.3949846	-91.3809773
BLACK CLAWSON CO	119	39.3793898	-84.239921
BLACKBERRY LIMITED	210	37.7647251	-121.9623998
BLAUPUNKT WERKE GMBH (DE)	109	N/A	N/A
BLAUPUNKT-WERKE GMBH	285	N/A	N/A
BLAUPUNKT-WERKE GMBH, 31139 HILDESHEIM, DE	139	52.1260772	9.9079664
BLAUPUNKT-WERKE GMBH, 3200 HILDESHEIM, DE	103	52.154778	9.9579652
BLAW KNOX CO	365	39.4808937	-88.3755453
BLISS CO	109	36.0704309	-79.79064460000001
BLISS E W CO	213	N/A	N/A
BLOOM ENERGY CORPORATION (Sunnyvale, CA, US)	175	37.4204846	-121.9636415
BLOUNT	105	39.2799374	-94.68847319999999
BMC Software	136	29.7425039	-95.5594056
BMJ	2197	40.7641003	-73.9390023
BMJ Careers	1724	N/A	N/A
BMJ Group	142	40.1499907	-75.010288
BML Munjal University	158	28.2472264	76.81459009999999
BMW	4736	36.0227221	-95.8870644
BMW AG	522	45.4869492	-122.7475353
BMW AG, Munich, Germany	143	48.1938426	11.5713502
BNL, Upton	333	40.8670315	-72.8772707
BNM Institute of Technology	363	12.9219509	77.56713909999999
BNP Paribas	188	40.761509	-73.98147300000001
BNR Europe Ltd., Harlow, UK	120	51.767787	0.087806
BOC GROUP INC (US)	315	N/A	N/A
BOC GROUP PLC (GB)	130	N/A	N/A
BOCHUMER EISENHUETTE HEINTZMANN GMBH & CO KG, 4630 BOCHUM, DE	142	51.4851401	7.207913699999999
BODENSEEWERK GERAETETECHNIK GMBH	121	N/A	N/A
BODENSEEWERK GERAETETECHNIK GMBH, 88662 UEBERLINGEN, DE	155	47.7579663	9.186138699999999
BODYMEDIA, INC.	417	N/A	N/A
BOE TECHNOLOGY GROUP CO. LTD	2385	37.387129	-121.9667504
BOE TECHNOLOGY GROUP CO., LTD.	302	37.387129	-121.9667504
BOE TECHNOLOGY GROUP CO., LTD.                #N#                            BEIJING BOE DISPLAY TECHNOLOGY CO., LTD.	215	N/A	N/A
BOE TECHNOLOGY GROUP CO., LTD.                #N#                            BEIJING BOE OPTOELECTRONICS TECHNOLOGY CO., LTD.	128	39.90419989999999	116.4073963
BOE TECHNOLOGY GROUP CO., LTD. (Beijing, CN)	2506	39.9768871	116.4919094
BOE TECHNOLOGY GROUP CO., LTD. (Beijing, CN)                #N#                            BEIJING BOE DISPLAY TECHNOLOGY CO., LTD. (Beijing, CN)	491	39.9768871	116.4919094
BOE TECHNOLOGY GROUP CO., LTD. (Beijing, CN)                #N#                            BEIJING BOE OPTOELECTRONICS TECHNOLOGY CO., LTD. (Beijing, CN)	1600	39.9768871	116.4919094
BOE TECHNOLOGY GROUP CO., LTD. (Beijing, CN)                #N#                            CHENGDU BOE OPTOELECTRONICS TECHNOLOGY CO., LTD. (Chengdu, Sichuan, CN)	100	39.9768871	116.4919094
BOE TECHNOLOGY GROUP CO., LTD. (Beijing, CN)                #N#                            HEFEI BOE OPTOELECTRONICS TECHNOLOGY CO., LTD. (Anhui, CN)	112	39.9768871	116.4919094
BOE TECHNOLOGY GROUP CO., LTD. (Beijing, CN)                #N#                            HEFEI BOE OPTOELECTRONICS TECHNOLOGY CO., LTD. (Hefei, Anhui, CN)	190	31.9094729	117.3328445
BOE TECHNOLOGY GROUP CO., LTD. (Beijing, CN)                #N#                            HEFEI BOE OPTOELECTRONICS TECHNOLOGY CO., LTD. (Hefei, CN)	108	31.9094729	117.3328445
BOE TECHNOLOGY GROUP CO., LTD. (Beijing, CN)                #N#                            HEFEI XINSHENG OPTOELECTRONICS TECHNOLOGY CO., LTD. (Hefei, Anhui, CN)	109	31.9094729	117.3328445
BOE TECHNOLOGY GROUP CO., LTD. (Beijing, CN)                #N#                            HEFEI XINSHENG OPTOELECTRONICS TECHNOLOGY CO., LTD. (Hefei, CN)	118	39.9768871	116.4919094
BOE TECHNOLOGY GROUP CO., LTD. (Beijing, CN)                #N#                            ORDOS YUANSHENG OPTOELECTRONICS CO., LTD. (Ordos, Inner Mongolia, CN)	113	39.9768871	116.4919094
BOE Technology Group Co., Ltd. (Beijing, CN)	576	39.9768871	116.4919094
BOE Technology Group Co., Ltd. (Beijing, CN)                #N#                            Beijing BOE Display Technology Co., Ltd. (Beijing, CN)	100	39.9768871	116.4919094
BOE Technology Group Co., Ltd. (Beijing, CN)                #N#                            Beijing BOE Optoelectronics Technology Co., Ltd. (Beijing, CN)	274	39.9768871	116.4919094
BOE Technology Group Co., Ltd. (No. 10 Jiuxianqiao Rd. Chaoyang District, Beijing 100015, CN)	145	39.9768871	116.4919094
BOEHRINGER & SOEHNE GMBH	189	N/A	N/A
BOEING CO	930	35.4042749	-97.4061182
BOEING CO (US)	208	35.4042749	-97.4061182
BOEING COMPANY THE	124	34.62453	-86.773777
BOFORS AB	290	N/A	N/A
BOGE GMBH	101	N/A	N/A
BOHME FETTCHEMIE GMBH	105	N/A	N/A
BOLKOW GMBH	115	N/A	N/A
BOMAG GmbH (Boppard, DE)	214	50.2114122	7.556040299999998
BOMAG GmbH (Hellerwald, 56154 Boppard, DE)	145	50.2114122	7.556040299999998
BOMAG GmbH, 56154 (DE)	237	50.2114122	7.556040299999998
BOOTS PURE DRUG CO LTD	132	N/A	N/A
BORDEN CO	511	30.3328496	-95.4381197
BOREALIS AG (Vienna, AT)	278	48.2346349	16.4206907
BOREALIS TECH OY (FI)	104	N/A	N/A
BOREALIS TECHNOLOGY OY	183	N/A	N/A
BOREALIS TECHNOLOGY OY, PORVOO	137	60.30051349999999	25.4940479
BOS GMBH & CO. KG	157	42.6372386	-83.2033429
BOS GmbH & Co. KG (Ernst-Heinkel-Strasse 2, 73760 Ostfildern, DE)	306	48.7152932	9.2689829
BOS GmbH & Co. KG (Ostfildern, 73760, DE)	406	48.7152932	9.2689829
BOS GmbH & Co. KG (Ostfildern, DE)	132	48.7152932	9.2689829
BOS GmbH & Co. KG, 73760 (DE)	269	48.7152932	9.2689829
BOSTON SCIENT LTD (BB)	223	42.3600825	-71.0588801
BOSTON SCIENTIFIC LTD.	408	43.6592192	-79.6632963
BOSTON SCIENTIFIC LTD., ST. MICHAEL	331	N/A	N/A
BOSTON SCIENTIFIC NEUROMODULATION CORPORATION	171	34.4561907	-118.5832393
BOSTON SCIENTIFIC NEUROMODULATION CORPORATION (Valencia, CA, US)	204	34.4561907	-118.5832393
BOSTON SCIENTIFIC SCIMED INC	270	45.10529289999999	-93.4681731
BOSTON SCIENTIFIC SCIMED, INC.	297	45.10529289999999	-93.4681731
BOSTON SCIENTIFIC SCIMED, INC. (MAPLE GROVE, MN, US)	305	45.10529289999999	-93.4681731
BOSTON SCIENTIFIC SCIMED, INC. (Maple Grove, MN, US)	1386	45.10529289999999	-93.4681731
BOURNS INC	121	41.702666	-111.8490663
BP	2318	37.033108	-95.6384382
BP CHEM INT LTD (GB)	168	N/A	N/A
BP Chemicals Limited (London, GB)	143	51.5432104	-0.0842579
BP Chemicals Limited (London, GB2)	353	51.5073509	-0.1277583
BP Corporation North America Inc. (501 Westlake Park Boulevard, Houston, TX 77079, US)	123	29.7838158	-95.6284948
BP Corporation North America Inc. (Houston, TX, US)	189	29.7445358	-95.5605733
BP Corporation North America Inc. (Warrenville, IL, US)	201	41.8115799	-88.15157579999999
BP Exploration	916	29.7614914	-95.6205844
BP Exploration (Alaska) Inc.	190	70.41049579999999	-148.9721164
BP Exploration Inc.	123	29.7614914	-95.6205844
BP Indonesia	106	-5.976012799999999	106.003148
BP Koirala Institute of Health Sciences, Dharan, Nepal	128	26.8122712	87.2682808
BP Research	134	41.8115799	-88.15157579999999
BP Research Centre	126	N/A	N/A
BP Solar	297	37.7931409	-122.4025849
BPW Bergische Achsen KG (Ohlerhammer, 51674 Wiehl, DE)	122	50.946386	7.5653154
BPW Bergische Achsen KG (Wiehl, 51674, DE)	109	50.946386	7.5653154
BRAC	566	35.6167706	-87.8384256
BRAC University	866	23.7800863	90.40717719999999
BRAINLAB AG	183	41.845396	-87.90528599999999
BRAUN AG	353	32.94189220000001	-96.9206324
BRAUN AG (DE)	144	N/A	N/A
BRAUN AG, 6000 FRANKFURT, DE	237	50.1131121	8.6827351
BRAUN AG, 60326 FRANKFURT, DE	131	50.10298299999999	8.6413014
BRAUN AKTIENGESELLSCHAFT	137	N/A	N/A
BRAUN AKTIENGESELLSCHAFT, 60326 FRANKFURT, DE	396	50.1013246	8.6264258
BRAUN GMBH	740	35.8802044	-78.9069521
BRAUN GMBH (DE)	197	N/A	N/A
BRAUN MELSUNGEN AG (DE)	139	N/A	N/A
BREED AUTOMOTIVE TECHNOLOGY, INC.	185	N/A	N/A
BRGM	860	16.2009865	-61.60879610000001
BRGM, OrlÃ©ans, France	107	N/A	N/A
BRIGGS & STRATTON CORP	146	43.0828548	-88.06459339999999
BRIGGS MFG CO	163	39.563493	-122.154295
BRISTOL AEROPLANE CO LTD	125	N/A	N/A
BRISTOL COMPANY	172	38.8112363	-104.8273919
BRISTOL SIDDELEY ENGINES LTD	149	N/A	N/A
BRITISH DRUG HOUSES LTD	182	N/A	N/A
BRITISH NUCLEAR FUELS PLC (GB)	114	55.378051	-3.435973
BRITISH NYLON SPINNERS LTD	158	N/A	N/A
BRITISH OXYGEN CO LTD	165	N/A	N/A
BRITISH TECH GROUP (GB)	136	N/A	N/A
BRITISH TECHNOLOGY GROUP LIMITED (101 Newington Causeway, London, SE1 6BU, GB)	261	51.4967447	-0.0991765
BRITISH TELECOMMUNICATIONS P.L.C., LONDON	159	51.5156875	-0.0979784
BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY	158	N/A	N/A
BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY (London, GB)	129	51.5156875	-0.0979784
BRITISH TELECOMMUNICATIONS public limited company (81 Newgate Street, London EC1A 7AJ, GB)	143	51.5156875	-0.0979784
BRITISH TELECOMMUNICATIONS public limited company (81 Newgate Street, London#N#EC1A 7AJ, GB)	278	51.5156875	-0.0979784
BRITISH TELECOMMUNICATIONS public limited company (81 Newgate Street, London, EC1A 7AJ, GB)	683	51.5156875	-0.0979784
BRITISH TELECOMMUNICATIONS public limited company (London, GB)	117	51.5156875	-0.0979784
BROCADE COMMUNICATIONS SYSTEMS, INC. (San Jose, CA, US)	400	37.41848239999999	-121.9523201
BROSE FAHRZEUGTEILE GMBH & CO KG, 96450 COBURG, DE	336	50.2482984	10.9742618
BROSE FAHRZEUGTEILE GMBH & CO. KG, COBURG	369	50.24986699999999	10.966351
BROSE FAHRZEUGTEILE GMBH & CO. KOMMANDITGESELLSCHAFT	161	34.9309742	-88.56808099999999
BROSE FAHRZEUGTEILE GMBH & CO. KOMMANDITGESELLSCHAFT, COBURG	143	50.24986699999999	10.966351
BROTHER IND LTD (JP)	144	12.7081	77.69426
BROTHER KOGYO K.K.	374	N/A	N/A
BROTHER KOGYO K.K., NAGOYA	110	35.18145060000001	136.9065571
BROTHER KOGYO K.K., NAGOYA, AICHI, JP	299	35.1566741	136.890125
BROWN	675	41.8267718	-71.4025482
BROWN CO	482	44.45616740000001	-87.9334803
BROWN INSTR CO	124	33.401535	-111.841212
BRP US Inc. (Sturtevant, WI, US)	151	42.7121855	-87.9095356
BRUENINGHAUS HYDROMATIK GMBH	116	N/A	N/A
BRUKER DALTONIK GMBH	127	37.4713083	-121.935236
BRUNSWICK BALKE COLLENDER CO	130	43.6388495	-79.41995500000002
BRUSH DEV CO	126	N/A	N/A
BRYANT GRINDER CORP	106	43.302017	-72.488152
BSH HAUSGERAETE GMBH	113	36.34625339999999	-84.157424
BSH HOME APPLIANCES CORPORATION (Huntington Beach, CA, US)	100	33.6859952	-117.8543597
BSH HausgerÃ¤te GmbH (Carl-Wery-Strasse 34, 81739 MÃ¼nchen, DE)	2875	N/A	N/A
BSH HausgerÃ¤te GmbH, 81739 (DE)	2052	N/A	N/A
BSH Home Appliances Corporation (Huntington Beach, CA, US)	127	33.6859952	-117.8543597
BSH Home Appliances Corporation (Irvine, CA, US)	273	33.6859952	-117.8543597
BT Group	1994	36.1374969	-95.9881376
BT Laboratories	146	40.715558	-73.41251799999999
BT Labs. (United Kingdom)	129	52.0583502	1.282924
BT Labs., Ipswich, UK	456	52.0583502	1.282924
BT Research	302	N/A	N/A
BTG International Limited (London, GB)	200	51.5150314	-0.1041671
BTS BROADCAST TELEVISION SYSTEMS GMBH, 6100 DARMSTADT, DE	181	49.8728253	8.6511929
BTU Cottbus	184	51.766987	14.32695
BUCKEYE STEEL CASTINGS CO	103	39.897621	-82.98647410000001
BUCYRUS ERIE CO	146	37.2734512	-94.9381801
BUDD CO	633	40.0082357	-75.1690833
BUDD EDWARD G MFG CO	331	N/A	N/A
BUDD WHEEL CO	164	N/A	N/A
BUDERUS AG	126	N/A	N/A
BUDERUS HEIZTECHNIK GMBH	147	N/A	N/A
BUDERUS HEIZTECHNIK GMBH, 35576 WETZLAR, DE	185	50.56984250000001	8.4952657
BUDERUS HEIZTECHNIK GMBH, 6330 WETZLAR, DE	149	50.5589802	8.5081645
BUEHLER AG GEB	103	N/A	N/A
BUEHLER AG, UZWIL	179	47.4387884	9.1404104
BUEHLER AG, UZWIL, CH	180	47.4387884	9.1404104
BUEHLER MOTOR GMBH	154	35.8359781	-78.81051269999999
BUFFALO ELECTRO CHEM CO	108	42.88644679999999	-78.8783689
BULL S.A. (68, route de Versailles, Louveciennes, 78430, FR)	109	48.8467885	2.1091489
BULL S.A. (Tour BULL, 1, place Carpeaux, Puteaux, F-92800, FR)	180	48.8941113	2.2401566
BULLARD CO	105	38.3697049	-84.29523789999999
BUNA SOW LEUNA OLEFINVERBUND GMBH	120	51.3232659	12.0242284
BUNA SOW LEUNA OLEFINVERBUND GMBH, 06258 SCHKOPAU, DE	279	51.39415040000001	11.9747026
BUNDESDRUCKEREI GMBH	169	52.50812149999999	13.4030065
BURLINGTON INDUSTRIES INC	173	36.0901115	-79.8167002
BURROUGHS CORP	1483	42.3206433	-85.5836518
BURROUGHS CORP.	101	42.3206433	-85.5836518
BURROUGHS WELLCOME CO	270	35.9227718	-78.87094259999999
BVB College of Engineering and Technology	112	N/A	N/A
BWG BUTZBACHER WEICHENBAU GMBH, 35510 BUTZBACH, DE	166	50.4441482	8.6658238
BYD COMPANY LIMITED	119	34.7216965	-118.1453659
BYD COMPANY LIMITED (Shenzhen, CN)	225	22.679251	114.358854
BYD Company Limited (No. 3009, BYD Road Pingshan, Shenzhen, Guangdong 518118, CN)	143	22.6794876	114.3589381
BYD Company Limited (Shenzhen, CN)	299	22.679251	114.358854
BYK GULDEN LOMBERG CHEMISCHE FABRIK GMBH	241	N/A	N/A
BYK GULDEN LOMBERG CHEMISCHE FABRIK GMBH, 78467 KONSTANZ, DE	115	47.6807013	9.1486795
BYK-Chemie GmbH (Abelstrasse 45, 46483 Wesel, DE)	182	51.66825	6.6229
BYK-Chemie GmbH (Wesel, 46483, DE)	158	51.66825	6.6229
BYK-Chemie GmbH (Wesel, DE)	119	51.66825	6.6229
BYRON JACKSON CO	103	N/A	N/A
Baba Banda Singh Bahadur Engineering College	128	30.6452338	76.39949039999999
Baba Farid University of Health Sciences	170	30.6835943	74.7347734
Babasaheb Bhimrao Ambedkar University	1238	26.769704	80.9262103
Babcock & Wilcox	1764	49.1838775	-123.0796601
Babcock University	701	6.8939569	3.7187158
Babes-Bolyai University	1911	46.7677955	23.5912762
Babes-Bolyai University, Cluj-Napoca, Romania	162	46.7677955	23.5912762
BabeÅ-Bolyai University	1043	N/A	N/A
BabeÈ-Bolyai University	940	N/A	N/A
Babol Noshirvani University of Technology	1249	36.5611415	52.6805769
Babol University of Medical Sciences	3425	36.5311841	52.6780647
Babol University of Technology	724	36.5611415	52.6805769
Babraham Institute	4748	52.1325209	0.205697
Babson College	1330	42.2964421	-71.2657077
Babu Banarasi Das University	168	26.8887269	81.0590004
Bacha Khan University	171	34.13690649999999	71.8382325
Bachelor's Degree in Global Nutrition and Health	136	55.7031554	12.5553705
Bad Dog Ridge, PA	174	41.2033216	-77.1945247
Bad Homburg, Deutschland	162	50.22683079999999	8.6181618
Bad Nauheim, 	114	50.3672668	8.739391399999999
Badan Meteorologi Klimatologi dan Geofisika (BMKG)	256	N/A	N/A
Badan Pengkajian dan Penerapan Teknologi	210	-6.1845778	106.8220367
Badan Tenaga Nuklir Nasional	458	-6.2356684	106.8226389
Baden-WÃ¼rttemberg Cooperative State University	146	N/A	N/A
Badger Meter, Inc. (Milwaukee, WI)	102	43.17578690000001	-87.9686175
Badische Anilin- & Soda-Fabrik Aktiengesellschaft	200	N/A	N/A
Badische Anilin- & Soda-Fabrik Aktiengesellschaft (Ludwigshafen (Rhine), DT)	204	49.47741	8.445179999999999
Badische Anilin- & Soda-Fabrik Aktiengesellschaft (Ludwigshafen/Rhein, DT)	189	49.47741	8.445179999999999
Badji Mokhtar University	244	36.8688723	7.718392399999999
Baekseok University	420	36.840238	127.1832199
Bagian Klinik Hewan,#R##N#Fakultas Kedokteran Hewan, Universitas Udayana, Bali	255	-8.672987899999999	115.2191901
Bahauddin Zakariya University	2444	30.2638643	71.51007659999999
Bahia Federal Institute of Education, Science and Technology	230	-12.9625819	-38.500319
Bahir Dar University	1372	11.5743107	37.3979759
Bahria University	869	33.7157446	73.0294124
BahÃ§eÅehir University	2082	N/A	N/A
Baidu	783	37.4092265	-122.0236615
Baikov Institute of Metallurgy and Materials Science	110	55.70028199999999	37.5692519
Bain & Company	147	32.7884458	-96.8044499
Baise University	113	23.890209	106.606852
Baker & McKenzie	154	32.7901843	-96.7995232
Baker Atlas	557	30.027739	-95.9997822
Baker Heart Research Institute	392	-37.8457637	144.9833456
Baker Heart Research Institute, Melbourne, Australia	204	-37.8457637	144.9833456
Baker Heart Research Institute, Melbourne, Victoria, Australia	130	-37.8457637	144.9833456
Baker Heart and Diabetes Institute	1268	-37.8457637	144.9833456
Baker Hughes	1874	36.3308209	-95.60319109999999
Baker IDI Heart and Diabetes Institute	3438	-37.8457637	144.9833456
Baker Medical Research Institute	153	-37.8457637	144.9833456
Baker Medical Research Institute, Melbourne, Australia	216	-37.8457637	144.9833456
Baker Medical Research Institute, Prahran, Victoria, Australia	132	-37.8457637	144.9833456
Baker Oil Tools	718	29.7481362	-95.31281
Baker Oil Tools, Inc. (Orange, CA)	161	33.738099	-118.028574
Baker University	127	38.7780272	-95.1880247
Bakirkoy Dr. Sadi Konuk Training and Research Hospital	102	40.9937176	28.8650341
Baku State University	1363	40.3745524	49.81144579999999
Balai Arkeologi Ambon	129	-3.768539	128.1197638
Balai Besar Penelitian Bioteknologi dan Pemuliaan Tanaman Hutan Yogyakarta	105	-7.6704639	110.3917311
Balai Besar Penelitian Sosial Ekonomi Kelautan dan Perikanan	121	N/A	N/A
Balai Besar Penelitian dan Pengembangan Budidaya Laut, Gondol	199	-8.1559596	114.7142751
Balai Besar Penelitian dan Pengembangan Pengolahan Produk dan Bioteknologi Kelautan dan Perikanan	155	N/A	N/A
Balai Besar Pulp dan Kertas	151	-6.980504499999999	107.6200915
Balai Besar Riset Pengolahan Produk dan Bioteknologi Kelautan dan Perikanan	189	N/A	N/A
Balai Besar Riset Perikanan Budidaya Laut, Gondol	281	-8.1559596	114.7142751
Balai Besar Riset Sosial Ekonomi Kelautan dan Perikanan	125	N/A	N/A
Balai Besar Tekstil,#R##N#Kementerian Perindustrian,#R##N#Bandung	166	-6.911789499999999	107.6383201
Balai Penelitian Pemuliaan Ikan, Sukamandi	156	-6.368906000000001	107.623813
Balai Penelitian Perikanan Laut	262	-6.1104363	106.8016892
Balai Penelitian Tanaman Industri dan Penyegar	294	-6.8444562	106.7525572
Balai Penelitian Tanaman Pemanis dan Serat	180	-7.9095748	112.6227342
Balai Penelitian Tanaman Rempah dan Obat	334	-6.5771259	106.7863099
Balai Penelitian Tanaman Sayuran	139	-6.802286199999999	107.6491795
Balai Penelitian dan Pengembangan Budidaya Air Payau Jl. Makmur Dg. Sitakka No. 129, Maros 90512, Sulawesi Selatan	238	-5.0031118	119.5891247
Balai Penelitian dan Pengembangan Budidaya Air Payau, Maros	262	-5.0031118	119.5891247
Balai Penelitian dan Pengembangan Budidaya Air Tawar, Bogor	188	-6.5909111	106.8008718
Balai Penelitian dan Pengembangan Budidaya Ikan Hias Jl. Perikanan No. 13, Pancoran Mas, Depok 16436	107	-6.401325	106.8144501
Balai Penelitian dan Pengembangan Budidaya Ikan Hias, Depok	112	-6.401325	106.8144501
Balai Riset Perikanan Budidaya Air Payau, Maros	442	-5.0031118	119.5891247
Balai Riset Perikanan Budidaya Air Tawar, Bogor	248	-6.5909111	106.8008718
Balai Riset Perikanan Laut, Muara Baru-Jakarta	161	-6.1104363	106.8016892
Baldwin Wallace University	365	41.37111650000001	-81.8478088
Balgrist University Hospital	160	47.35326000000001	8.5750437
Ball Aerospace & Technologies Corp.	101	39.897229	-105.103013
Ball Aerospace & Technologies Corp. (USA)	177	38.6691781	-90.5910904
Ball Aerospace & Technologies Corp. (United States)	1136	38.93594119999999	-104.8161364
Ball Aerospace (United States)	102	39.897229	-105.103013
Ball Aerospace Systems Division (United States)	123	35.0573352	-106.6259159
Ball Aerospace Systems Group (United States)	138	35.0573352	-106.6259159
Ball Aerospace and Technologies Corp. (United States)	119	38.93594119999999	-104.8161364
Ball Corporation	157	42.9438206	-88.8341248
Ball Horticultural Company (West Chicago, IL, US)	347	41.8754246	-88.2196822
Ball Memorial Hospital	205	40.1966487	-85.4154808
Ball Semiconductor, Inc. (Allen, TX)	179	33.1031744	-96.67055030000002
Ball State University	5101	40.2041356	-85.4058996
Ballard Power Systems	604	49.2007773	-123.0061655
Balliol College	377	51.7550008	-1.2580759
Ballistic Research Laboratories, Aberdeen Proving Ground, Maryland	121	39.4632824	-76.1203982
Bally Gaming, Inc. (Las Vegas, NV, US)	1720	36.0699045	-115.1562631
Bally Manufacturing Corporation (Chicago, IL)	155	41.8781136	-87.6297982
Balochistan University of Information Technology, Engineering and Management Sciences	195	30.2689489	66.9440535
Balsillie School of International Affairs	289	43.463645	-80.525616
Baltic State Technical University	427	59.9163641	30.3172284
Baltimore	383	39.2903848	-76.6121893
Baltimore Aircoil Company, Inc. (Jessup, MD)	104	39.1612129	-76.77328969999999
Baltimore City Health Department	152	39.2912355	-76.60331579999999
Baltimore Gas and Electric	112	39.2910187	-76.61681229999999
Baltimore, 	141	39.2903848	-76.6121893
Baltimore, MD	2267	39.2903848	-76.6121893
Baltimore, MD, US	105	39.2903848	-76.6121893
Baltimore, MD, USA	286	39.2903848	-76.6121893
Baltimore, Maryland	1465	39.2903848	-76.6121893
Baltimore, Maryland USA	543	39.2903848	-76.6121893
Baltimore, Maryland, USA	940	39.2903848	-76.6121893
Baltimore, Md	153	39.2903848	-76.6121893
Baltimore, Md.	632	39.2903848	-76.6121893
Baltimore, Md., USA	287	39.2903848	-76.6121893
Baltimore, USA	297	39.2903848	-76.6121893
BalÄ±kesir University	2773	N/A	N/A
Bamberg	159	49.8988135	10.9027636
Bamberg, Deutschland	306	49.8988135	10.9027636
Bamfield Marine Sciences Centre	303	48.8355316	-125.1354777
Banaras Hindu University	19005	25.2677203	82.99125819999999
Banasthali Vidyapith	2083	26.4026939	75.8750644
Banat University of Agricultural Sciences and Veterinary Medicine	401	45.7828102	21.2156934
Banca d'Italia	413	40.7556867	-73.9711741
Banco de Portugal	234	41.5519032	-8.423291299999999
Banco do Brasil	124	28.4626962	-81.4536198
Bandim Health Project	435	N/A	N/A
Bando Chemical Industries, Ltd. (Kobe, JP)	103	34.6555976	135.2148657
Bandung Institute of Technology	11843	-6.89148	107.6106591
Bang & Olufsen	245	45.53217129999999	-122.6820209
Bangabandhu Sheikh Mujib Medical University	5877	23.7384689	90.395251
Bangabandhu Sheikh Mujibur Rahman Agricultural University	918	24.037876	90.39956099999999
Bangabandhu Sheikh Mujibur Rahman Science and Technology University	114	22.9658926	89.817561
Bangabasi College	163	22.5691921	88.36813959999999
Bangalore	179	12.9715987	77.5945627
Bangalore Institute of Technology	360	12.9551676	77.5740316
Bangalore Medical College and Research Institute	1251	12.9593958	77.5747214
Bangalore University	3765	12.9504371	77.5022085
Bangalore, India	884	12.9715987	77.5945627
Bangkok Hospital	163	13.7490756	100.5833678
Bangkok Metropolitan Administration	234	13.7538189	100.5018236
Bangkok University	445	13.7116855	100.5818791
Bangkok, Thailand	311	13.7563309	100.5017651
Bangladesh Agricultural Research Institute	1643	24.3687511	88.66181379999999
Bangladesh Agricultural University	4503	24.7196252	90.4266584
Bangladesh Atomic Energy Commission	958	23.7780378	90.3715637
Bangladesh Council of Scientific and Industrial Research	1721	23.7401195	90.3857244
Bangladesh Fisheries Research Institute	243	22.5961947	89.30962120000001
Bangladesh Institute of Nuclear Agriculture	307	24.7231935	90.4316297
Bangladesh Jute Research Institute	160	23.7563557	90.38043499999999
Bangladesh Livestock Research Institute	409	23.8886525	90.2738589
Bangladesh Medical College	233	23.750544	90.36984179999999
Bangladesh Rice Research Institute	900	23.9903009	90.3995606
Bangladesh University	449	23.7616691	90.36745859999999
Bangladesh University of Engineering and Technology	4171	23.7261021	90.3919298
Bangor Business School	165	53.2295205	-4.1299873
Bangor University	13485	53.2295205	-4.1299873
Bangur Institute of Neurosciences	162	22.5377091	88.34046359999999
Banha University	4553	30.458053	31.1778916
Bank Indonesia	157	40.7086001	-74.0100116
Bank Street College of Education	162	40.8055791	-73.9666112
Bank for International Settlements	413	N/A	N/A
Bank of America	525	37.0346895	-95.62013259999999
Bank of Canada	593	45.4207667	-75.702872
Bank of China	553	40.7534007	-73.9854857
Bank of Cyprus	137	40.5874041	-111.9312271
Bank of England	626	51.5139287	-0.0883581
Bank of Finland	468	60.171185	24.9526746
Bank of Greece	341	43.1012779	-77.46272130000001
Bank of Israel	111	32.0738793	34.7656426
Bank of Italy	2464	37.3202476	-121.8578142
Bank of Japan	432	40.7086001	-74.0100116
Bank of Korea	237	38.9030183	-77.03813389999999
Bank of Mexico	329	39.1725501	-91.88680939999999
